"NOME_URNA_CANDIDATO" "NOME_MUNICIPIO" "TOTAL_VOTOS" "QTD_COMPARECIMENTO" "DESC_SIT_CAND_TOT" "DESCRICAO_CARGO" "PROP_VOT" "prop.total"
"LUIZIANNE LINS" "ITAIÇABA" 197 5213 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.78 "TOTAL:59,68%"
"RONALDO MARTINS" "ACARAPE" 347 9190 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.78 "TOTAL:63,9%"
"JOSÉ GUIMARÃES" "TURURU" 401 10577 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.79 "TOTAL:66,07%"
"MACEDO" "CARIDADE" 478 12577 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.8 "TOTAL:60,01%"
"PAULO AYRTON" "ALTANEIRA" 171 4487 "NÃO ELEITO" "DEPUTADO FEDERAL" 3.81 "TOTAL:74,86%"
"FERNANDA PESSOA" "UBAJARA" 721 18899 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.82 "TOTAL:40,63%"
"DOMINGOS NETO" "LAVRAS DA MANGABEIRA" 680 17697 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.84 "TOTAL:59,08%"
"JOSÉ AIRTON" "LAVRAS DA MANGABEIRA" 679 17697 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.84 "TOTAL:59,08%"
"RAIMUNDO MATOS" "GENERAL SAMPAIO" 206 5371 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.84 "TOTAL:72,38%"
"DR. SARTO" "CARIÚS" 445 11565 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.85 "TOTAL:74,68%"
"VITOR VALIM" "AQUIRAZ" 1561 40578 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 3.85 "TOTAL:49,62%"
"CAPITÃO WÁGNER" "PARAIPABA" 727 18831 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.86 "TOTAL:53,84%"
"MORONI" "PALMÁCIA" 272 7054 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.86 "TOTAL:45,39%"
"HEITOR FERRER" "JAGUARIBARA" 245 6305 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.89 "TOTAL:68,94%"
"JOSÉ GUIMARÃES" "GUAIÚBA" 593 15209 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.9 "TOTAL:59,34%"
"ANTONIO GRANJA" "MORADA NOVA" 1739 44496 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.91 "TOTAL:53,34%"
"BALMAN" "CRATO" 2789 71338 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.91 "TOTAL:41,32%"
"DR. LUCÍLVIO GIRÃO" "CARNAUBAL" 348 8901 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.91 "TOTAL:74,15%"
"FERNANDA PESSOA" "TEJUÇUOCA" 454 11625 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.91 "TOTAL:58,27%"
"GORETE PEREIRA" "BARBALHA" 1328 33925 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.91 "TOTAL:53,72%"
"TOMAZ HOLANDA" "PARAMOTI" 312 7978 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.91 "TOTAL:57,04%"
"PAULO HENRIQUE LUSTOSA" "FORTIM" 410 10464 "SUPLENTE" "DEPUTADO FEDERAL" 3.92 "TOTAL:67,73%"
"LUIZ GONZAGA" "QUIXADÁ" 1759 44714 "SUPLENTE" "DEPUTADO ESTADUAL" 3.93 "TOTAL:50,56%"
"PROFESSOR TEODORO" "CASCAVEL" 1659 42205 "SUPLENTE" "DEPUTADO ESTADUAL" 3.93 "TOTAL:36,19%"
"ARRUDA BASTOS" "GROAÍRAS" 268 6761 "SUPLENTE" "DEPUTADO ESTADUAL" 3.96 "TOTAL:58,02%"
"AUGUSTA BRITO" "ARARENDÁ" 247 6244 "ELEITO POR QP" "DEPUTADO ESTADUAL" 3.96 "TOTAL:73,55%"
"MOSES RODRIGUES" "VARJOTA" 419 10575 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.96 "TOTAL:73,93%"
"DR. SANTANA" "AURORA" 615 15504 "SUPLENTE" "DEPUTADO ESTADUAL" 3.97 "TOTAL:65,55%"
"GORETE PEREIRA" "MASSAPÊ" 899 22580 "ELEITO POR QP" "DEPUTADO FEDERAL" 3.98 "TOTAL:67,56%"
"PROFESSOR PINHEIRO" "JAGUARIBE" 861 21610 "SUPLENTE" "DEPUTADO ESTADUAL" 3.98 "TOTAL:60,98%"
"VICENTE ARRUDA" "SÃO JOÃO DO JAGUARIBE" 228 5723 "SUPLENTE" "DEPUTADO FEDERAL" 3.98 "TOTAL:67,64%"
"ANDRÉ FIGUEIREDO" "SALITRE" 379 9478 "ELEITO POR QP" "DEPUTADO FEDERAL" 4 "TOTAL:74,78%"
"JOSÉ GUIMARÃES" "POTIRETAMA" 165 4116 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.01 "TOTAL:74,5%"
"LEONARDO ARAÚJO" "PARAIPABA" 755 18831 "SUPLENTE" "DEPUTADO ESTADUAL" 4.01 "TOTAL:53,84%"
"ARNON BEZERRA" "PACAJUS" 1582 39309 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 4.02 "TOTAL:29,08%"
"LEONIDAS CRISTINO" "SENADOR SÁ" 184 4571 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.03 "TOTAL:78,32%"
"TOMAZ HOLANDA" "QUIXADÁ" 1804 44714 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.03 "TOTAL:50,56%"
"JOSÉ GUIMARÃES" "SÃO JOÃO DO JAGUARIBE" 232 5723 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.05 "TOTAL:67,64%"
"JOSÉ GUIMARÃES" "NOVO ORIENTE" 603 14802 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.07 "TOTAL:67,52%"
"DR. LEONARDO PINHEIRO" "ICAPUÍ" 522 12788 "SUPLENTE" "DEPUTADO ESTADUAL" 4.08 "TOTAL:61,35%"
"ANDRÉ FIGUEIREDO" "IPAUMIRIM" 288 7048 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.09 "TOTAL:70,15%"
"MOSES RODRIGUES" "BARROQUINHA" 361 8832 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.09 "TOTAL:71,34%"
"BETHROSE" "VIÇOSA DO CEARÁ" 1336 32593 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.1 "TOTAL:65,68%"
"MACEDO" "BEBERIBE" 1333 32529 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.1 "TOTAL:40,54%"
"VITOR VALIM" "FORTALEZA" 56720 1382950 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 4.1 "TOTAL:33,56%"
"DANNIEL OLIVEIRA" "REDENÇÃO" 785 19083 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.11 "TOTAL:50,12%"
"ADAIL CARNEIRO" "CAPISTRANO" 501 12171 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.12 "TOTAL:66,97%"
"ODORICO" "BELA CRUZ" 661 16050 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.12 "TOTAL:70,74%"
"CARLOMANO MARQUES" "SANTA QUITÉRIA" 1059 25563 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.14 "TOTAL:67,92%"
"DEDÉ TEIXEIRA" "BARREIRA" 600 14495 "SUPLENTE" "DEPUTADO ESTADUAL" 4.14 "TOTAL:60,75%"
"GENECIAS NORONHA" "PACAJUS" 1627 39309 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.14 "TOTAL:29,08%"
"TEO MENEZES" "PACAJUS" 1637 39309 "SUPLENTE" "DEPUTADO ESTADUAL" 4.16 "TOTAL:27,87%"
"DEDÉ TEIXEIRA" "BEBERIBE" 1355 32529 "SUPLENTE" "DEPUTADO ESTADUAL" 4.17 "TOTAL:43,99%"
"ZEZINHO ALBUQUERQUE" "HORIZONTE" 1674 39988 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.19 "TOTAL:25,22%"
"EVANDRO LEITÃO" "CARNAUBAL" 374 8901 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.2 "TOTAL:74,15%"
"PROFESSOR PINHEIRO" "BARREIRA" 609 14495 "SUPLENTE" "DEPUTADO ESTADUAL" 4.2 "TOTAL:60,75%"
"ADAIL CARNEIRO" "ORÓS" 562 13352 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.21 "TOTAL:75,64%"
"GORETE PEREIRA" "TIANGUÁ" 1690 40160 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.21 "TOTAL:59,34%"
"MACEDO" "ORÓS" 562 13352 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.21 "TOTAL:75,64%"
"MOSES RODRIGUES" "CAMOCIM" 1530 36133 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.23 "TOTAL:63,65%"
"PROFESSOR PINHEIRO" "BATURITÉ" 897 21224 "SUPLENTE" "DEPUTADO ESTADUAL" 4.23 "TOTAL:35,23%"
"CABO SABINO" "FORTALEZA" 58701 1382950 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.24 "TOTAL:33,56%"
"LAIS NUNES" "JAGUARIBE" 916 21610 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.24 "TOTAL:60,98%"
"ROBERTO MESQUITA" "MARCO" 721 16996 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.24 "TOTAL:76,68%"
"ARRUDA BASTOS" "BATURITÉ" 902 21224 "SUPLENTE" "DEPUTADO ESTADUAL" 4.25 "TOTAL:35,23%"
"CAPITÃO WÁGNER" "IGUATU" 2309 54376 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.25 "TOTAL:71,77%"
"JEOVA MOTA" "CROATÁ" 386 9073 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.25 "TOTAL:74,79%"
"MACEDO" "MORAÚJO" 227 5345 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.25 "TOTAL:68,06%"
"RIBAMAR DO HOSPITAL" "MARACANAÚ" 5477 128753 "SUPLENTE" "DEPUTADO FEDERAL" 4.25 "TOTAL:40,63%"
"GOMES MORORÓ" "PACAJUS" 1676 39309 "NÃO ELEITO" "DEPUTADO FEDERAL" 4.26 "TOTAL:29,08%"
"JOSÉ GUIMARÃES" "CATUNDA" 255 5989 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.26 "TOTAL:71,23%"
"LUIZIANNE LINS" "TAMBORIL" 663 15568 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.26 "TOTAL:75,16%"
"ANDRÉ FIGUEIREDO" "MILAGRES" 717 16788 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.27 "TOTAL:76,41%"
"GORETE PEREIRA" "CARIRIAÇU" 729 17010 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.29 "TOTAL:69,24%"
"RONALDO MARTINS" "FORTALEZA" 59465 1382950 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.3 "TOTAL:33,56%"
"VASQUES LANDIM" "JATI" 223 5191 "SUPLENTE" "DEPUTADO ESTADUAL" 4.3 "TOTAL:73,17%"
"MORONI" "CASCAVEL" 1817 42205 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.31 "TOTAL:46,65%"
"DANNIEL OLIVEIRA" "CEDRO" 686 15893 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.32 "TOTAL:58,61%"
"DANILO FORTE" "ITAPIÚNA" 545 12591 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.33 "TOTAL:54,26%"
"ANDRÉ FIGUEIREDO" "ICÓ" 1609 37104 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.34 "TOTAL:61,87%"
"LAIS NUNES" "SÃO LUÍS DO CURU" 411 9443 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.35 "TOTAL:55,16%"
"WALTER CAVALCANTE" "CRATEÚS" 1853 42462 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.36 "TOTAL:66,89%"
"EUGENIO RABELO" "HORIZONTE" 1748 39988 "SUPLENTE" "DEPUTADO FEDERAL" 4.37 "TOTAL:44,25%"
"JOÃO MOTA" "IRACEMA" 369 8440 "SUPLENTE" "DEPUTADO ESTADUAL" 4.37 "TOTAL:63,77%"
"VITOR VALIM" "HORIZONTE" 1747 39988 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 4.37 "TOTAL:44,25%"
"BETHROSE" "PARACURU" 981 22394 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.38 "TOTAL:47,55%"
"DRA. SILVANA" "CHOROZINHO" 597 13594 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.39 "TOTAL:53,59%"
"ROBERTO MESQUITA" "QUITERIANÓPOLIS" 508 11571 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.39 "TOTAL:75,42%"
"ADAIL CARNEIRO" "BANABUIÚ" 476 10799 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.41 "TOTAL:54,21%"
"CARLOS MATOS" "PACAJUS" 1736 39309 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.42 "TOTAL:27,87%"
"RACHEL MARQUES" "IBARETAMA" 421 9502 "SUPLENTE" "DEPUTADO ESTADUAL" 4.43 "TOTAL:62,15%"
"FERNANDA PESSOA" "COREAÚ" 631 14188 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.45 "TOTAL:61,26%"
"ODORICO" "QUIXELÔ" 486 10917 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.45 "TOTAL:72,88%"
"ODORICO" "IBARETAMA" 423 9502 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.45 "TOTAL:67,02%"
"ADERLANIA NORONHA" "PARAIPABA" 840 18831 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.46 "TOTAL:53,84%"
"ODORICO" "ORÓS" 595 13352 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.46 "TOTAL:75,64%"
"GERALDINHO AZEVEDO" "MIRAÍMA" 382 8542 "SUPLENTE" "DEPUTADO ESTADUAL" 4.47 "TOTAL:68,5%"
"JOSÉ GUIMARÃES" "VIÇOSA DO CEARÁ" 1460 32593 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.48 "TOTAL:75,33%"
"LEONIDAS CRISTINO" "SÃO GONÇALO DO AMARANTE" 1387 30893 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.49 "TOTAL:55,95%"
"GOMES FARIAS" "PIRES FERREIRA" 258 5737 "SUPLENTE" "DEPUTADO ESTADUAL" 4.5 "TOTAL:76,91%"
"ODORICO" "MIRAÍMA" 385 8542 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.51 "TOTAL:70,78%"
"ANIBAL" "EUSÉBIO" 1296 28629 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.53 "TOTAL:53,85%"
"EUGENIO RABELO" "GROAÍRAS" 306 6761 "SUPLENTE" "DEPUTADO FEDERAL" 4.53 "TOTAL:61,74%"
"ROBERTO MESQUITA" "CHOROZINHO" 616 13594 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.53 "TOTAL:53,59%"
"GOMES FARIAS" "CRATEÚS" 1926 42462 "SUPLENTE" "DEPUTADO ESTADUAL" 4.54 "TOTAL:66,89%"
"VICENTE ARRUDA" "QUIXADÁ" 2032 44714 "SUPLENTE" "DEPUTADO FEDERAL" 4.54 "TOTAL:49,58%"
"AUGUSTA BRITO" "AQUIRAZ" 1852 40578 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.56 "TOTAL:42,93%"
"GENECIAS NORONHA" "BATURITÉ" 973 21224 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.58 "TOTAL:46,3%"
"DR. SARTO" "ITAITINGA" 1005 21836 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.6 "TOTAL:35,04%"
"MOISES BRAZ" "PEDRA BRANCA" 1144 24869 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.6 "TOTAL:69,96%"
"ANTONIO GRANJA" "LIMOEIRO DO NORTE" 1656 35832 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.62 "TOTAL:66,61%"
"NENEM DO CAZUZA" "SANTA QUITÉRIA" 1181 25563 "SUPLENTE" "DEPUTADO FEDERAL" 4.62 "TOTAL:59,19%"
"JOSÉ GUIMARÃES" "SANTANA DO CARIRI" 457 9861 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.63 "TOTAL:70,01%"
"ARNON BEZERRA" "BARBALHA" 1580 33925 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 4.66 "TOTAL:53,72%"
"ELY AGUIAR" "TAMBORIL" 726 15568 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.66 "TOTAL:81,69%"
"DR. SANTANA" "BARRO" 569 12146 "SUPLENTE" "DEPUTADO ESTADUAL" 4.68 "TOTAL:60,18%"
"MIRIAN SOBREIRA" "JUCÁS" 652 13906 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.69 "TOTAL:67,92%"
"ROBERTO MESQUITA" "NOVA RUSSAS" 786 16738 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.7 "TOTAL:59,52%"
"TIN GOMES" "REDENÇÃO" 897 19083 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 4.7 "TOTAL:50,12%"
"ALISIO MEIRA" "GUAIÚBA" 717 15209 "SUPLENTE" "DEPUTADO ESTADUAL" 4.71 "TOTAL:53,23%"
"DR. SANTANA" "ABAIARA" 245 5201 "SUPLENTE" "DEPUTADO ESTADUAL" 4.71 "TOTAL:61,35%"
"ROBERIO MONTEIRO" "CAMOCIM" 1702 36133 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.71 "TOTAL:75,66%"
"ADAIL CARNEIRO" "NOVA OLINDA" 441 9344 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.72 "TOTAL:68,02%"
"GENECIAS NORONHA" "PORANGA" 317 6718 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.72 "TOTAL:67,4%"
"MOSES RODRIGUES" "ACARAÚ" 1497 31694 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.72 "TOTAL:70,59%"
"ODORICO" "ARATUBA" 390 8246 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.73 "TOTAL:62,09%"
"DUQUINHA" "AMONTADA" 1126 23780 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.74 "TOTAL:70,7%"
"IVO GOMES" "SANTA QUITÉRIA" 1219 25563 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.77 "TOTAL:67,92%"
"ARTUR BRUNO" "MIRAÍMA" 408 8542 "SUPLENTE" "DEPUTADO ESTADUAL" 4.78 "TOTAL:68,5%"
"GORETE PEREIRA" "NOVA RUSSAS" 800 16738 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.78 "TOTAL:55,47%"
"ROBERIO MONTEIRO" "BARROQUINHA" 422 8832 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.78 "TOTAL:73,66%"
"DR. EUGÊNIO" "EUSÉBIO" 1370 28629 "SUPLENTE" "DEPUTADO ESTADUAL" 4.79 "TOTAL:64,81%"
"DR. LEONARDO PINHEIRO" "PEREIRO" 480 10022 "SUPLENTE" "DEPUTADO ESTADUAL" 4.79 "TOTAL:79,68%"
"VITOR VALIM" "CAUCAIA" 8208 171531 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 4.79 "TOTAL:34,3%"
"DEDÉ TEIXEIRA" "JAGUARETAMA" 563 11708 "SUPLENTE" "DEPUTADO ESTADUAL" 4.81 "TOTAL:69,91%"
"BALMAN" "QUIXERAMOBIM" 2045 42468 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.82 "TOTAL:66,82%"
"MACEDO" "IRACEMA" 407 8440 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.82 "TOTAL:67,84%"
"OMAN CARNEIRO" "VIÇOSA DO CEARÁ" 1582 32593 "SUPLENTE" "DEPUTADO ESTADUAL" 4.85 "TOTAL:65,68%"
"CAPITÃO WÁGNER" "PALMÁCIA" 343 7054 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.86 "TOTAL:39,44%"
"JOSÉ AIRTON" "PALHANO" 335 6899 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.86 "TOTAL:71,79%"
"RONALDO MARTINS" "MARACANAÚ" 6254 128753 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.86 "TOTAL:40,63%"
"BRUNO PEDROSA" "GUARACIABA DO NORTE" 1066 21900 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.87 "TOTAL:54,81%"
"CARLOMANO MARQUES" "BELA CRUZ" 782 16050 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.87 "TOTAL:71,58%"
"VALMIR DOMINGOS" "JUAZEIRO DO NORTE" 6522 133989 "SUPLENTE" "DEPUTADO ESTADUAL" 4.87 "TOTAL:39,02%"
"ANDRÉ FIGUEIREDO" "CARIDADE" 614 12577 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.88 "TOTAL:60,01%"
"CARLOMANO MARQUES" "TURURU" 516 10577 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.88 "TOTAL:51,95%"
"MOSES RODRIGUES" "UBAJARA" 923 18899 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.88 "TOTAL:50,96%"
"CAPITÃO WÁGNER" "CANINDÉ" 2067 42164 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.9 "TOTAL:52,37%"
"MÁRIO FEITOZA" "TAUÁ" 1613 32825 "SUPLENTE" "DEPUTADO FEDERAL" 4.91 "TOTAL:71,73%"
"GORETE PEREIRA" "NOVO ORIENTE" 728 14802 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.92 "TOTAL:67,52%"
"JOÃO JAIME" "ARACATI" 2126 43241 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.92 "TOTAL:36,5%"
"MOSES RODRIGUES" "ITAPIPOCA" 3363 68320 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.92 "TOTAL:51,15%"
"DOMINGOS NETO" "PORANGA" 331 6718 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.93 "TOTAL:67,4%"
"GONY ARRUDA" "RERIUTABA" 559 11336 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.93 "TOTAL:66,13%"
"MÁRIO FEITOZA" "CHAVAL" 369 7489 "SUPLENTE" "DEPUTADO FEDERAL" 4.93 "TOTAL:64,81%"
"ODORICO" "BANABUIÚ" 532 10799 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.93 "TOTAL:54,21%"
"MOSES RODRIGUES" "BATURITÉ" 1049 21224 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.94 "TOTAL:46,3%"
"RACHEL MARQUES" "PIQUET CARNEIRO" 429 8648 "SUPLENTE" "DEPUTADO ESTADUAL" 4.96 "TOTAL:71,91%"
"ANDRÉ FIGUEIREDO" "URUBURETAMA" 679 13672 "ELEITO POR QP" "DEPUTADO FEDERAL" 4.97 "TOTAL:57,34%"
"REGINALDO MOREIRA" "LAVRAS DA MANGABEIRA" 880 17697 "NÃO ELEITO" "DEPUTADO FEDERAL" 4.97 "TOTAL:59,08%"
"LUCIANO ROSA" "PINDORETAMA" 688 13828 "SUPLENTE" "DEPUTADO ESTADUAL" 4.98 "TOTAL:56,49%"
"MOISES BRAZ" "APUIARÉS" 471 9450 "ELEITO POR QP" "DEPUTADO ESTADUAL" 4.98 "TOTAL:53,21%"
"JOSÉ GUIMARÃES" "ALTO SANTO" 479 9571 "ELEITO POR QP" "DEPUTADO FEDERAL" 5 "TOTAL:70,43%"
"VICENTE ARRUDA" "CARNAUBAL" 445 8901 "SUPLENTE" "DEPUTADO FEDERAL" 5 "TOTAL:77,81%"
"EUGENIO RABELO" "SANTANA DO ACARAÚ" 1004 20050 "SUPLENTE" "DEPUTADO FEDERAL" 5.01 "TOTAL:61,85%"
"CAPITÃO WÁGNER" "PACATUBA" 1842 36714 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.02 "TOTAL:49,12%"
"VICENTE ARRUDA" "CARIRÉ" 596 11873 "SUPLENTE" "DEPUTADO FEDERAL" 5.02 "TOTAL:76,97%"
"DR. JAZIEL" "CHOROZINHO" 684 13594 "SUPLENTE" "DEPUTADO FEDERAL" 5.03 "TOTAL:57,54%"
"NAUMI AMORIM" "PARAMBU" 971 19306 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.03 "TOTAL:82,99%"
"RACHEL MARQUES" "SOLONÓPOLE" 541 10705 "SUPLENTE" "DEPUTADO ESTADUAL" 5.05 "TOTAL:79,88%"
"MAURO BENEVIDES" "JAGUARETAMA" 592 11708 "SUPLENTE" "DEPUTADO FEDERAL" 5.06 "TOTAL:59,76%"
"ADAIL CARNEIRO" "PARACURU" 1136 22394 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.07 "TOTAL:46,77%"
"SERGIO AGUIAR" "BANABUIÚ" 548 10799 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.07 "TOTAL:54,62%"
"ODORICO" "SOBRAL" 5623 110737 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.08 "TOTAL:62,06%"
"RAIMUNDO MATOS" "JAGUARIBARA" 321 6305 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.09 "TOTAL:60,41%"
"DEPUTADO ROQUE" "ABAIARA" 267 5201 "SUPLENTE" "DEPUTADO ESTADUAL" 5.13 "TOTAL:61,35%"
"ADERLANIA NORONHA" "IPU" 1164 22660 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.14 "TOTAL:63,99%"
"CAPITÃO WÁGNER" "CAUCAIA" 8817 171531 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.14 "TOTAL:45,51%"
"JOÃO JAIME" "GENERAL SAMPAIO" 276 5371 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.14 "TOTAL:78,54%"
"AUDIC MOTA" "CATARINA" 329 6390 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 5.15 "TOTAL:68,19%"
"CARLOS MATOS" "SANTANA DO CARIRI" 509 9861 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.16 "TOTAL:57,61%"
"WALTER CAVALCANTE" "PACOTI" 435 8424 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.16 "TOTAL:52,23%"
"ZEZINHO ALBUQUERQUE" "PARACURU" 1156 22394 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.16 "TOTAL:47,55%"
"ADAIL CARNEIRO" "ICÓ" 1920 37104 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.17 "TOTAL:61,87%"
"JOSÉ AIRTON" "UMIRIM" 609 11767 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.18 "TOTAL:66,9%"
"RAIMUNDO MATOS" "PACOTI" 437 8424 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.19 "TOTAL:48,39%"
"INÁCIO ARRUDA" "JARDIM" 833 16004 "SUPLENTE" "DEPUTADO FEDERAL" 5.2 "TOTAL:70,68%"
"MORONI" "MARANGUAPE" 3179 61181 "ELEITO POR QP" "DEPUTADO FEDERAL" 5.2 "TOTAL:48,06%"
"PROFESSOR TEODORO" "MASSAPÊ" 1174 22580 "SUPLENTE" "DEPUTADO ESTADUAL" 5.2 "TOTAL:75,17%"
"DR. LUCÍLVIO GIRÃO" "GUARAMIRANGA" 229 4395 "ELEITO POR QP" "DEPUTADO ESTADUAL" 5.21 "TOTAL:60,81%"
